id_a,id_b,similarity
전복_모터보트_송광2호_전복사건,좌초_어선_정일호_좌초사건,0.6666
인명사상_어선_제793금정호_선원실종사건,전복_모터보트_송광2호_전복사건,0.665
전복_모터보트_혜성호_전복사건,좌초_낚시어선_라이트호_좌초사건,0.7773
전복_모터보트_혜성호_전복사건,좌초_낚시어선_돌핀호_좌초사건,0.7747
전복_모터보트_혜성호_전복사건,충돌_어선_글로벌호_어선_해양호_충돌사건,0.7362
전복_모터보트_혜성호_전복사건,좌초_낚시어선_초이스호_좌초사건,0.7348
전복_어선_153해월호_전복사건,충돌_어선_제2017대청호&어선_경덕호_충돌사건,0.7628
전복_어선_153해월호_전복사건,전복_어선_제105동건호_전복사건,0.786
전복_어선_153해월호_전복사건,좌초_어선_제5해창호_좌초사건,0.7699
전복_어선_2006만진호_전복사건,전복_어선_제7074창진호_전복사건,0.7997
전복_어선_2006만진호_전복사건,전복_어선_2008만선호_전복사건,0.7826
기타_어선_제207성진호_침수사건,전복_어선_2006만진호_전복사건,0.761
전복_어선_2006만진호_전복사건,전복_어선_제708만복호_전복사건,0.7574
전복_어선_2008만선호_전복사건,전복_어선_제7074창진호_전복사건,0.8179
전복_어선_2008만선호_전복사건,전복_어선_제2해신호_전복사건,0.7865
전복_어선_2008만선호_전복사건,충돌_어선_제69해동호&산적화물선_오션레전드_충돌사건,0.7757
전복_어선_7대봉산호_전복사건,좌초_어선_제2019덕성호_좌초사건,0.6982
인명사상_어선_장미2호_선원사망사건,전복_어선_7대봉산호_전복사건,0.7022
전복_어선_7대봉산호_전복사건,접촉_산적화물선_플레차_부두접촉사건(공개용_재결서),0.7003
전복_어선_85대양호_전복사건,전복_어선_제0519복길호_전복사건,0.74
인명사상_어선_바다2호_선원사망사건,전복_어선_85대양호_전복사건,0.7365
전복_어선_85대양호_전복사건,전복_어선_제105동건호_전복사건,0.7234
인명사상_어선_제203대영호_선원부상사건,전복_어선_85대양호_전복사건,0.7197
전복_어선_대광호_전복사건,전복_어선_해광호_전복사건,0.7478
전복_어선_대광호_전복사건,전복_어선_제102해진호_전복사건,0.7285
인명사상_어선_제609천금호_선원부상사건,전복_어선_대광호_전복사건,0.7247
인명사상_어선_주용호_선원사망사건,전복_어선_대광호_전복사건,0.7245
기타_어선_제207성진호_침수사건,전복_어선_동진호_전복사건,0.7441
전복_어선_동진호_전복사건,"충돌_낚시어선_스피드호,_어선_풍정호_충돌사건",0.7353
전복_어선_동진호_전복사건,충돌_낚시어선_인성호_모터보트_윤진호_충돌사건,0.7291
전복_어선_동진호_전복사건,접촉_어선_개척2호_암벽접촉사건,0.7259
전복_어선_순경7호_전복사건,좌초_카페리여객선_섬사랑11호_좌초사건,0.7638
인명사상_어선_제31금영호_선원부상사건,전복_어선_순경7호_전복사건,0.7471
인명사상_어선_원성호_선원부상사건(약식),전복_어선_순경7호_전복사건,0.7373
전복_어선_순경7호_전복사건,충돌_어선_글로벌호_어선_해양호_충돌사건,0.734
전복_어선_영광호_전복사건,충돌_어선_글로벌호_어선_해양호_충돌사건,0.7234
기타_어선_신아호_침수사건,전복_어선_영광호_전복사건,0.7303
전복_어선_순경7호_전복사건,전복_어선_영광호_전복사건,0.7078
인명사상_어선_바다2호_선원사망사건,전복_어선_제0519복길호_전복사건,0.7514
기타_어선_제207성진호_침수사건,전복_어선_제0519복길호_전복사건,0.7474
전복_어선_제0519복길호_전복사건,전복_어선_제105동건호_전복사건,0.7406
전복_어선_제102해진호_전복사건,침몰_어선_제71용득호_침몰사건,0.7887
전복_어선_제102해진호_전복사건,좌초_어선_해성호_좌초사건,0.7619
인명사상_어선_제2성화호_선원부상사건,전복_어선_제102해진호_전복사건,0.7511
기타_어선_제207성진호_침수사건,전복_어선_제102해진호_전복사건,0.7505
전복_어선_제105동건호_전복사건,전복_어선_제2014민성호_전복사건,0.7631
전복_어선_제105동건호_전복사건,"충돌_어선_제7청진호,_어선_포레나호_충돌사건",0.765
전복_어선_제136다누리호_전복사건,전복_어선_제32명민호_전복사건,0.7257
인명사상_어선_제237양창호_선원사망사건,전복_어선_제136다누리호_전복사건,0.7373
전복_어선_제136다누리호_전복사건,침몰_어선_유동호·어선_유동2호_침몰사건,0.7138
전복_어선_제136다누리호_전복사건,전복_어선_제207남양호_전복사건,0.7105
전복_어선_제102해진호_전복사건,전복_어선_제1부경호_전복사건,0.739
기타_어선_신아호_침수사건,전복_어선_제1부경호_전복사건,0.7264
전복_어선_제1부경호_전복사건,전복_예인선_153강성5호의_피예인부선_강성3500호_전복사건,0.7147
전복_어선_제1부경호_전복사건,좌초_예인선_성원3호_좌초사건,0.7116
인명사상_어선_제205금성호_선원사망사건,전복_어선_제2014민성호_전복사건,0.7424
전복_어선_제2014민성호_전복사건,전복_어선_제32명민호_전복사건,0.7427
인명사상_어선_정복호_선원부상사건,전복_어선_제2014민성호_전복사건,0.7399
전복_어선_제207남양호_전복사건,충돌_어선_제2017대청호&어선_경덕호_충돌사건,0.762
전복_어선_제207남양호_전복사건,화재_제2017국제호_화재사건,0.7522
전복_어선_제207남양호_전복사건,좌초_어선_만경호_좌초사건,0.8111
전복_어선_제207남양호_전복사건,침몰_어선_제1두두호_침몰사건,0.7521
전복_어선_제2해신호_전복사건,좌초_어선_제2019덕성호_좌초사건,0.7834
전복_어선_제2해신호_전복사건,화재_어선_제365청신호_화재사건,0.7686
전복_어선_제2해신호_전복사건,좌초_어선_제66함성호_좌초사건,0.7541
전복_어선_제32명민호_전복사건,좌초_어선_해성호_좌초사건,0.739
전복_어선_제105동건호_전복사건,전복_어선_제32명민호_전복사건,0.758
기타_어선_신아호_침수사건,전복_어선_제32명민호_전복사건,0.7267
전복_어선_제7074창진호_전복사건,전복_어선_제708만복호_전복사건,0.8847
기타_어선_제207성진호_침수사건,전복_어선_제7074창진호_전복사건,0.7646
기타_어선_제207성진호_침수사건,전복_어선_제708만복호_전복사건,0.7856
전복_어선_제708만복호_전복사건,좌초_어선_서온호_좌초사건,0.7672
전복_어선_제708만복호_전복사건,좌초_어선_제2019덕성호_좌초사건,0.7662
전복_어선_진곤호_전복사건,좌초_어선_제83양진호_좌초사건,0.7697
기관손상_어선_제209신광호_기관손상사건,전복_어선_진곤호_전복사건,0.782
인명사상_어선_제809주영호_선원사망사건,전복_어선_진곤호_전복사건,0.7519
전복_어선_진곤호_전복사건,좌초_어선_만경호_좌초사건,0.747
전복_어선_청보호_전복사건,충돌_어선_제153혜승호_일반화물선_헹유_충돌사건,0.7504
전복_어선_청보호_전복사건,충돌_어선_도청호ㆍ어선_제206동양호_충돌사건,0.7486
전복_어선_청보호_전복사건,"충돌_어선_일성호,_어선_복성2호_충돌사건",0.7429
전복_어선_청보호_전복사건,좌초_어선_제2019덕성호_좌초사건,0.7424
전복_어선_해광호_전복사건,침몰_어선_유동호·어선_유동2호_침몰사건,0.7788
전복_어선_제105동건호_전복사건,전복_어선_해광호_전복사건,0.7457
전복_어선_해광호_전복사건,좌초_낚시어선_라이트호_좌초사건,0.7383
전복_어선_해성호_전복사건,침몰_어선_유동호·어선_유동2호_침몰사건,0.7335
전복_어선_제105동건호_전복사건,전복_어선_해성호_전복사건,0.729
전복_어선_제102해진호_전복사건,전복_어선_해성호_전복사건,0.7283
전복_어선_해성호_전복사건,충돌_유조선_1거성_예인선_303일신호의_피예인_지질조사용_구조물_충돌사건,0.7284
인명사상_어선_바다2호_선원사망사건,전복_여객선_플라잉카페리호에_의한_어선_대동2호_전복사건,0.752
인명사상_원양어선_세인_파이오니아호_선원사망사건,전복_여객선_플라잉카페리호에_의한_어선_대동2호_전복사건,0.7497
전복_예인선_101유한_전복사건,좌초_예인선_우국티5호의_피예인부선_금오7호_좌초사건,0.7621
기타_어선_제207성진호_침수사건,전복_예인선_101유한_전복사건,0.7598
인명사상_예인선_용진_선원부상사건,전복_예인선_101유한_전복사건,0.7581
전복_예인선_101유한_전복사건,충돌_카페리여객선_한일골드스텔라호&일반화물선_제107대양호_충돌사건,0.7527
전복_예인선_153강성5호의_피예인부선_강성3500호_전복사건,접촉_예인선_153강성호5호_양식장_접촉사건,0.7249
기타_예인선_강남티-15호_침수사건,전복_예인선_153강성5호의_피예인부선_강성3500호_전복사건,0.7093
인명사상_예인선_현대쥬베일호_선원사망사건,전복_예인선_153강성5호의_피예인부선_강성3500호_전복사건,0.6979
전복_예인선_우성호의_피예인부선_연안호_전복사건,접촉_기타선_강남티-3호_양식장접촉사건,0.713
전복_예인선_우성호의_피예인부선_연안호_전복사건,좌초_어선_정일호_좌초사건,0.7138
전복_예인선_우성호의_피예인부선_연안호_전복사건,전복_예인선_웅진티-3600호_전복사건,0.7076
전복_예인선_우성호의_피예인부선_연안호_전복사건,전복_예인선_재원1호의_피예인부선_미래9003호_전복사건,0.7179
인명사상_어선_제33동익호_선원사망사건,전복_예인선_웅진티-3600호_전복사건,0.7105
전복_예인선_웅진티-3600호_전복사건,"충돌_어선_제3대광호,_어선_영창호_충돌사건",0.7074
전복_예인선_웅진티-3600호_전복사건,충돌_유류_및_액체화학품산적운반선_케이티에스_그린호-어선_제322광덕ᄒ_08035755,0.6986
전복_예인선_재원1호의_피예인부선_미래9003호_전복사건,충돌_카페리선_뉴은혜페리호_실뱀장어안강망_바지접촉사건,0.7652
전복_예인선_재원1호의_피예인부선_미래9003호_전복사건,접촉_기타선_강남티-3호_양식장접촉사건,0.7482
전복_예인선_재원1호의_피예인부선_미래9003호_전복사건,"충돌_어선_제307풍성호,_컨테이너운반선_에스아이티씨_얀타이_충돌사건",0.7369
전복_자동차운반선_골든레이_전도(전복)사건,접촉_유조선_동아_테미스_부두접촉사건,0.6834
전복_예인선_101유한_전복사건,전복_자동차운반선_골든레이_전도(전복)사건,0.6907
전복_자동차운반선_골든레이_전도(전복)사건,접촉_기타선(실습선)_세계로_등부표_접촉사건,0.68
전복_자동차운반선_골든레이_전도(전복)사건,접촉_예인선_대승105호의_피예인부선_대승2호_울돌목_조류발전소_접촉사건,0.6751
인명사상_예인선_전남912호의_피예인부선_6001고려호_선원사망사건,접촉_기타선(실습선)_세계로_등부표_접촉사건,0.7401
접촉_기타선(실습선)_세계로_등부표_접촉사건,충돌_일반화물선_에스앤케이_레이디호-예인선_삼표201호의_피예인부선_삼ᄑ_387cd8ed,0.7567
접촉_기타선(실습선)_세계로_등부표_접촉사건,충돌_어선_제211은진호.어선_제88부영호_충돌사건,0.7289
접촉_기타선_강남티-3호_양식장접촉사건,충돌_카페리선_뉴은혜페리호_실뱀장어안강망_바지접촉사건,0.7549
접촉_기타선_강남티-3호_양식장접촉사건,좌초_어선_정일호_좌초사건,0.7612
접촉_기타선_강남티-3호_양식장접촉사건,접촉_카페리여객선_송림블루오션_부두접촉사건,0.7547
접촉_낚시어선_뉴여명호_갯바위_접촉사건,접촉_어선_개척2호_암벽접촉사건,0.7302
접촉_낚시어선_뉴여명호_갯바위_접촉사건,좌초_어선_9009경진호_좌초사건,0.7517
접촉_낚시어선_뉴여명호_갯바위_접촉사건,충돌_어선_광영호_좌초사건,0.7283
접촉_낚시어선_뉴여명호_갯바위_접촉사건,"충돌_낚시어선_블랙이글호,_모터보트_성진호_충돌사건",0.7274
접촉_낚시어선_모하비호_거가대교_교각접촉사건,접촉_낚시어선_챔프호_신거제대교_교각접촉사건,0.7593
접촉_낚시어선_모하비호_거가대교_교각접촉사건,접촉_낚시어선_허리케인호_거가대교_교각접촉사건,0.8119
접촉_낚시어선_모하비호_거가대교_교각접촉사건,충돌_석유제품운반선_만수호_기타선_제1오복호_충돌사건,0.7975
접촉_낚시어선_모하비호_거가대교_교각접촉사건,충돌_어선_제202경남호_어선_경민호_충돌사건,0.7489
접촉_낚시어선_세진호_등부표접촉사건,접촉_어선_제101평진호_등부표접촉사건,0.8316
접촉_낚시어선_세진호_등부표접촉사건,충돌_어선_봉진호_·_어선_동영호_충돌사건,0.8078
접촉_낚시어선_세진호_등부표접촉사건,충돌_예인선_77신정호의_피예인부선_케이제이-3001호_낚시어선_은빛호_충돌ᄉ_6691206a,0.79
접촉_낚시어선_세진호_등부표접촉사건,좌초_일반화물선_대호제주_좌초사건(약식),0.7897
인명사상_어선_제307영용호_선원사망사건,접촉_낚시어선_씨엔피대물2호_부두접촉사건,0.7455
기타_어선_제207성진호_침수사건,접촉_낚시어선_씨엔피대물2호_부두접촉사건,0.7824
접촉_낚시어선_씨엔피대물2호_부두접촉사건,좌초_낚시어선_진스타호_좌초사건,0.7422
인명사상_예인선_용진_선원부상사건,접촉_낚시어선_씨엔피대물2호_부두접촉사건,0.7393
접촉_낚시어선_준성호_해상펜션구조물_접촉사건,침몰_예인선_제66동원호_침몰사건,0.6694
인명사상_어선_제21구진호_선원부상사건,접촉_낚시어선_준성호_해상펜션구조물_접촉사건,0.6515
접촉_낚시어선_준성호_해상펜션구조물_접촉사건,충돌_어선_유정호-모터보트_우리호_충돌사건,0.6501
접촉_낚시어선_챌린지피싱호_돌핀접촉사건,좌초_어선_제5해창호_좌초사건,0.7614
접촉_낚시어선_챌린지피싱호_돌핀접촉사건,접촉_낚시어선_챔피언호_교각공사시설_접촉사건,0.7559
접촉_낚시어선_챌린지피싱호_돌핀접촉사건,충돌_어선_부성호.어선_해성호_충돌사건,0.7611
접촉_낚시어선_챌린지피싱호_돌핀접촉사건,좌초_어선_해성호_좌초사건,0.7505
접촉_낚시어선_챔프호_신거제대교_교각접촉사건,충돌_낚시어선_스텔라호_어선_동성호_충돌사건,0.7102
접촉_낚시어선_챔프호_신거제대교_교각접촉사건,충돌_어선_영신호_모터보트_바다여행_충돌사건,0.7173
접촉_낚시어선_챔프호_신거제대교_교각접촉사건,좌초_어선_금화3호_좌초사건,0.7043
접촉_낚시어선_챔피언호_교각공사시설_접촉사건,좌초_어선_해성호_좌초사건,0.7462
접촉_낚시어선_챔피언호_교각공사시설_접촉사건,좌초_낚시어선_나이키호_좌초사건,0.7399
접촉_낚시어선_챔피언호_교각공사시설_접촉사건,충돌_어선_삼양호.낚시어선_대진호_충돌사건,0.7377
인명사상_어선_78임수호_선원사망사건,접촉_낚시어선_푸른바다호_교각접촉사건,0.6575
접촉_낚시어선_푸른바다호_교각접촉사건,추진축계손상_도선_여수경도골프앤리조트호_추진축계손상사건,0.6462
인명사상_어선_203남광호_선원사망사건,접촉_낚시어선_푸른바다호_교각접촉사건,0.639
접촉_낚시어선_푸른바다호_교각접촉사건,접촉_어선_개척2호_암벽접촉사건,0.6374
접촉_낚시어선_허리케인호_거가대교_교각접촉사건,좌초_낚시어선_돌핀호_좌초사건,0.7275
접촉_낚시어선_허리케인호_거가대교_교각접촉사건,좌초_낚시어선_라이트호_좌초사건,0.727
접촉_낚시어선_허리케인호_거가대교_교각접촉사건,충돌_어선_글로벌호_어선_해양호_충돌사건,0.7205
접촉_산적화물선_엘스_하동항_부두_하역기_접촉사건,접촉_유조선_동아_테미스_부두접촉사건,0.6891
접촉_산적화물선_엘스_하동항_부두_하역기_접촉사건,접촉_예인선_울산705호의_피예인선_울산10001호_송전선접촉사건,0.673
접촉_산적화물선_엘스_하동항_부두_하역기_접촉사건,접촉_카페리여객선_송림블루오션_부두접촉사건,0.681
접촉_산적화물선_엘스_하동항_부두_하역기_접촉사건,충돌_어선_제2017대청호&어선_경덕호_충돌사건,0.6718
접촉_산적화물선_윌리엄_올덴도르프_부두접촉사건,좌초_어선_제105신광호_좌초사건,0.7476
접촉_산적화물선_윌리엄_올덴도르프_부두접촉사건,충돌_예인선_301조양호의_피예인부선_건민17000호ㆍ어선_광해호_충돌사건,0.7573
접촉_산적화물선_윌리엄_올덴도르프_부두접촉사건,접촉_산적화물선_플레차_부두접촉사건(공개용_재결서),0.7999
접촉_산적화물선_플레차_부두접촉사건(공개용_재결서),충돌_낚시어선_스마트2호.부선_제103백석호_충돌사건,0.7636
접촉_산적화물선_플레차_부두접촉사건(공개용_재결서),"충돌_어선_제97임수호,_액화석유가스운반선_구이페이_충돌사건",0.7244
접촉_산적화물선_플레차_부두접촉사건(공개용_재결서),"충돌_석유제품운반선_13대양,_어선_제207윤경호_충돌사건",0.7203
접촉_석유제품운반선_삼진1호_방파제접촉사건,해양오염_예인선_광진107호_해양오염사건,0.7522
접촉_석유제품운반선_삼진1호_방파제접촉사건,좌초_어선_제5해창호_좌초사건,0.7686
접촉_석유제품운반선_삼진1호_방파제접촉사건,충돌_어선_9청진호.어선_제3천일호_충돌사건,0.7499
접촉_석유제품운반선_삼진1호_방파제접촉사건,충돌_어선_제2017대청호&어선_경덕호_충돌사건,0.7575
접촉_석유제품운반선_유성호_양식장_접촉사건,좌초_어선_제2019덕성호_좌초사건,0.7183
접촉_석유제품운반선_유성호_양식장_접촉사건,충돌_석유제품운반선_유성호_낚시어선_매니아1호_충돌사건,0.7172
접촉_석유제품운반선_유성호_양식장_접촉사건,좌초_낚시어선_라이트호_좌초사건,0.7231
접촉_석유제품운반선_유성호_양식장_접촉사건,좌초_어선_해성호_좌초사건,0.7042
접촉_어선_개척2호_암벽접촉사건,"충돌_어선_대명호,_어선_제1승창호_충돌사건",0.7343
기타_어선_제207성진호_침수사건,접촉_어선_개척2호_암벽접촉사건,0.7408
접촉_어선_개척2호_암벽접촉사건,좌초_어선_서온호_좌초사건,0.7637
인명사상_어선_27협신호_선원사망사건,접촉_어선_개척2호_암벽접촉사건,0.7352
접촉_어선_광영호_방파제_접촉사건,좌초_어선_제105신광호_좌초사건,0.7163
접촉_기타선_강남티-3호_양식장접촉사건,접촉_어선_광영호_방파제_접촉사건,0.7144
접촉_어선_광영호_방파제_접촉사건,좌초_어선_제5해창호_좌초사건,0.7113
접촉_어선_광영호_방파제_접촉사건,충돌_어선_제703유경호_어선_세양호_충돌사건,0.7097
접촉_어선_제101평진호_등부표접촉사건,충돌_어선_봉진호_·_어선_동영호_충돌사건,0.7659
접촉_어선_제101평진호_등부표접촉사건,충돌_예인선_77신정호의_피예인부선_케이제이-3001호_낚시어선_은빛호_충돌ᄉ_6691206a,0.7541
접촉_어선_제101평진호_등부표접촉사건,충돌_석유제품운반선_만수호_기타선_제1오복호_충돌사건,0.7365
접촉_어선_제108제일호_문도해상기상탑_접촉사건,좌초_어선_창원호_좌초사건,0.7378
접촉_어선_제108제일호_문도해상기상탑_접촉사건,충돌_어선_윤정호.어선_영남호_충돌사건,0.7377
접촉_어선_제108제일호_문도해상기상탑_접촉사건,"충돌_어선_제600만성호,_어선_재경호_충돌사건",0.7668
접촉_어선_제108제일호_문도해상기상탑_접촉사건,충돌_어선_제27화승호&어선_화경호_충돌사건,0.7228
접촉_어선_제22대양호의_피예인어선_제201윤경호_울돌목_조류발전기지_접ᄎ_80e306e1,충돌_석유제품운반선_태양호_어선_제505한진호_충돌사건,0.7666
접촉_어선_제22대양호의_피예인어선_제201윤경호_울돌목_조류발전기지_접ᄎ_80e306e1,충돌_어선_제69해동호&산적화물선_오션레전드_충돌사건,0.7657
접촉_어선_제22대양호의_피예인어선_제201윤경호_울돌목_조류발전기지_접ᄎ_80e306e1,침몰_예인선_제66동원호_침몰사건,0.7558
접촉_어선_제22대양호의_피예인어선_제201윤경호_울돌목_조류발전기지_접ᄎ_80e306e1,접촉_예인선_대승105호의_피예인부선_대승2호_울돌목_조류발전소_접촉사건,0.8016
접촉_여객선_샹쉐란_부두접촉사건,충돌_어선_제2019하람호ㆍ어선_만경호_충돌사건,0.7419
접촉_여객선_샹쉐란_부두접촉사건,좌초_시멘트운반선_한라1호_좌초사건,0.7472
속구손상_예인선_36금양호_속구손상사건,접촉_여객선_샹쉐란_부두접촉사건,0.7412
접촉_여객선_샹쉐란_부두접촉사건,충돌_카페리여객선_비금아일랜드호·어선_영준2호_등_3척_충돌사건,0.7317
접촉_예인선_153강성호5호_양식장_접촉사건,화재_어선_제301한창호_화재사건,0.7273
접촉_예인선_153강성호5호_양식장_접촉사건,좌초_예인선_해건티1호의_피예인부선_해건9001호_좌초사건,0.745
접촉_예인선_153강성호5호_양식장_접촉사건,화재_어선_제509유일호_화재사건,0.7619
접촉_예인선_303고려호의_피예인부선_5005영빈호_시아해등부표접촉사건,접촉_예인선_울산705호의_피예인선_울산10001호_송전선접촉사건,0.7942
접촉_예인선_303고려호의_피예인부선_5005영빈호_시아해등부표접촉사건,충돌_예인선_광진월드7호_피예인부선_광진8001호와_크루즈_여객선_퀀텀_오_3de313c0,0.7928
접촉_예인선_303고려호의_피예인부선_5005영빈호_시아해등부표접촉사건,"충돌_낚시어선_500형빈호,_모터보트_킹스마린호_충돌사건",0.7859
접촉_예인선_303고려호의_피예인부선_5005영빈호_시아해등부표접촉사건,충돌_유조선_사핀스트렝스_방파제_접촉사건,0.7834
접촉_예인선_광진107호_부두접촉사건,충돌_어선_제76대창호.어선_제2대부호_충돌사건,0.7314
접촉_예인선_광진107호_부두접촉사건,"충돌_어선_태종호,_어선_단경호_충돌사건",0.7325
접촉_석유제품운반선_삼진1호_방파제접촉사건,접촉_예인선_광진107호_부두접촉사건,0.7335
접촉_예인선_광진107호_부두접촉사건,충돌_어선_봉진호_·_어선_동영호_충돌사건,0.729
접촉_예인선_대승105호의_피예인부선_대승2호_울돌목_조류발전소_접촉사건,좌초_어선_방주1호_좌초사건,0.7628
접촉_예인선_대승105호의_피예인부선_대승2호_울돌목_조류발전소_접촉사건,화재_어선_제509유일호_화재사건,0.7582
전복_어선_2006만진호_전복사건,접촉_예인선_대승105호의_피예인부선_대승2호_울돌목_조류발전소_접촉사건,0.7561
접촉_예인선_303고려호의_피예인부선_5005영빈호_시아해등부표접촉사건,접촉_예인선_삼양305호의_피예인항만건설작업용기중기부선_아주450호_거_3fa1ee7d,0.7697
접촉_예인선_삼양305호의_피예인항만건설작업용기중기부선_아주450호_거_3fa1ee7d,"충돌_어선_제307풍성호,_컨테이너운반선_에스아이티씨_얀타이_충돌사건",0.7458
접촉_예인선_삼양305호의_피예인항만건설작업용기중기부선_아주450호_거_3fa1ee7d,충돌_카페리선_뉴은혜페리호_실뱀장어안강망_바지접촉사건,0.7366
접촉_기타선_강남티-3호_양식장접촉사건,접촉_예인선_삼양305호의_피예인항만건설작업용기중기부선_아주450호_거_3fa1ee7d,0.7344
접촉_예인선_서진호의_피예인부선_광진6001호_울돌목_조류발전기지_접촉_446d4c6c,좌초_어선_807현진호_좌초사건,0.7204
인명사상_예인선_용진_선원부상사건,접촉_예인선_서진호의_피예인부선_광진6001호_울돌목_조류발전기지_접촉_446d4c6c,0.7173
접촉_예인선_서진호의_피예인부선_광진6001호_울돌목_조류발전기지_접촉_446d4c6c,충돌_어선_청일호.어선_동인1호_충돌사건,0.7097
접촉_예인선_서진호의_피예인부선_광진6001호_울돌목_조류발전기지_접촉_446d4c6c,충돌_어선_광영호_좌초사건,0.7024
접촉_예인선_안진1호_앵커체인_접촉사건,"충돌_기타선_코롤2호,_일반화물선_엠엠러너_충돌사건",0.7457
전복_공사작업용부선_동방2005호_전복사건,접촉_예인선_안진1호_앵커체인_접촉사건,0.7246
접촉_여객선_샹쉐란_부두접촉사건,접촉_예인선_안진1호_앵커체인_접촉사건,0.7238
접촉_예인선_울산705호의_피예인선_울산10001호_송전선접촉사건,침몰_예인선_제66동원호_침몰사건,0.7456
접촉_예인선_울산705호의_피예인선_울산10001호_송전선접촉사건,침몰_어선_유동호·어선_유동2호_침몰사건,0.7367
기타_어선_제207성진호_침수사건,접촉_예인선_울산705호의_피예인선_울산10001호_송전선접촉사건,0.7674
접촉_예인선_제1태양호의_피예인선_제1영화호_테트라포드_접촉사건,충돌_예인선_현대쥬베일호·어선_제311명천호_충돌사건,0.7301
접촉_예인선_제1태양호의_피예인선_제1영화호_테트라포드_접촉사건,침몰_예인선_제2종영호_침몰사건,0.716
속구손상_예인선_36금양호_속구손상사건,접촉_예인선_제1태양호의_피예인선_제1영화호_테트라포드_접촉사건,0.7015
전복_예인선_재원1호의_피예인부선_미래9003호_전복사건,접촉_예인선_제1태양호의_피예인선_제1영화호_테트라포드_접촉사건,0.6973
접촉_예인선_하준티-1호의_피예인부선_와이케이에스비-17_부두접촉사건,좌초_모래운반선_505삼일호_좌초사건,0.7296
접촉_예인선_303고려호의_피예인부선_5005영빈호_시아해등부표접촉사건,접촉_예인선_하준티-1호의_피예인부선_와이케이에스비-17_부두접촉사건,0.7185
속구손상_예인선_36금양호_속구손상사건,접촉_예인선_하준티-1호의_피예인부선_와이케이에스비-17_부두접촉사건,0.7192
접촉_예인선_하준티-1호의_피예인부선_와이케이에스비-17_부두접촉사건,좌초_어선_정일호_좌초사건,0.7604
접촉_유람선_해금강2호_선착장_접촉사건,충돌_어선_부성호.어선_해성호_충돌사건,0.713
접촉_유람선_해금강2호_선착장_접촉사건,침몰_예인선_제66동원호_침몰사건,0.7038
접촉_유람선_해금강2호_선착장_접촉사건,접촉_컨테이너선_스타_익스프레스_부두시설_접촉사건,0.6906
접촉_낚시어선_세진호_등부표접촉사건,접촉_유람선_해금강2호_선착장_접촉사건,0.6888
인명사상_어선_제388미래호_선원사망사건,접촉_유선_한강아라_마포대교_접촉사건,0.669
접촉_유선_한강아라_마포대교_접촉사건,화재_어선_제509유일호_화재사건,0.6728
접촉_유선_한강아라_마포대교_접촉사건,침몰_어선_제1두두호_침몰사건,0.6712
전복_어선_2008만선호_전복사건,접촉_유선_한강아라_마포대교_접촉사건,0.665
접촉_유조선_동아_테미스_부두접촉사건,접촉_케미컬운반선_나비그8_스카이_부두접촉사건,0.7255
접촉_유조선_동아_테미스_부두접촉사건,충돌_컨테이너운반선_요코하마_트레이더_예인선_901조양의_피예인부선_세방2_d0606463,0.737
접촉_유조선_동아_테미스_부두접촉사건,충돌_일반화물선_에스앤케이_레이디호-예인선_삼표201호의_피예인부선_삼ᄑ_387cd8ed,0.7261
기관손상_카페리여객선_섬사랑6호_기관손상사건,접촉_유조선_동아_테미스_부두접촉사건,0.7244
접촉_일반화물선_제25금진호_부두시설접촉사건,충돌_어선_제205광성호.일반화물선_오스트로브_아틀라소바_충돌사건,0.6821
접촉_일반화물선_제25금진호_부두시설접촉사건,충돌_어선_제76대창호.어선_제2대부호_충돌사건,0.6728
접촉_일반화물선_제25금진호_부두시설접촉사건,충돌_어선_다온호.산적화물선_버러티_충돌사건,0.6688
접촉_낚시어선_씨엔피대물2호_부두접촉사건,접촉_일반화물선_제25금진호_부두시설접촉사건,0.6597
접촉_카페리여객선_송림블루오션_부두접촉사건,접촉_컨테이너선_스타_익스프레스_부두시설_접촉사건,0.7691
접촉_카페리여객선_송림블루오션_부두접촉사건,충돌_카페리여객선_오션_비스타_제주&해경함_3012함_충돌사건,0.7747
접촉_예인선_303고려호의_피예인부선_5005영빈호_시아해등부표접촉사건,접촉_카페리여객선_송림블루오션_부두접촉사건,0.7731
접촉_카페리여객선_송림블루오션_부두접촉사건,충돌_유조선_사핀스트렝스_방파제_접촉사건,0.7598
접촉_카페리여객선_슬로아일랜드_등부표_접촉사건,"충돌_어선_제108연창호,_모터보트_야호_충돌사건",0.7083
접촉_카페리여객선_슬로아일랜드_등부표_접촉사건,충돌_어선_제305만석호&어선_제3한진호_충돌사건,0.7076
접촉_카페리여객선_슬로아일랜드_등부표_접촉사건,좌초_어선_제2019덕성호_좌초사건,0.7012
접촉_카페리여객선_슬로아일랜드_등부표_접촉사건,충돌_어선_도청호ㆍ어선_제206동양호_충돌사건,0.6963
접촉_카페리여객선_한일골드스텔라_부두접촉사건,충돌_카페리여객선_한일골드스텔라-카페리여객선_뉴스타_충돌사건,0.7479
접촉_카페리여객선_한일골드스텔라_부두접촉사건,충돌_어선_제153혜승호_일반화물선_헹유_충돌사건,0.7672
접촉_카페리여객선_한일골드스텔라_부두접촉사건,"충돌_석유제품운반선_13대양,_어선_제207윤경호_충돌사건",0.7143
